codim: 5, face: 1/10, weights: [-1, 0, 0, 0, 0], discriminant: M1
codim: 4, face: 13/25, weights: [0, -1, 0, 0, -1], discriminant: M2^2 - 2*M2*M5 + M2*s12 - 2*M5^2 - 2*M5*s12 + s12^2
codim: 4, face: 14/25, weights: [2, 1, 1, 2, 2], discriminant: 1
codim: 4, face: 15/25, weights: [2, 1, 2, 1, 2], discriminant: 1
codim: 4, face: 16/25, weights: [2, 1, 2, 2, 1], discriminant: 1
codim: 4, face: 17/25, weights: [1, 1, 0, 1, 1], discriminant: 1
codim: 4, face: 18/25, weights: [0, 0, -1, -1, 0], discriminant: M3^2 - 2*M3*M4 + M3*m4 - 2*M4^2 - 2*M4*m4 + m4^2
codim: 4, face: 19/25, weights: [0, 0, -1, 0, -1], discriminant: M3^2 - 2*M3*M5 + M3*s45 - 2*M5^2 - 2*M5*s45 + s45^2
codim: 4, face: 20/25, weights: [2, 2, 1, 1, 2], discriminant: 1
codim: 4, face: 21/25, weights: [2, 2, 1, 2, 1], discriminant: 1
codim: 4, face: 22/25, weights: [1, 1, 1, 0, 1], discriminant: 1
codim: 4, face: 23/25, weights: [0, 0, 0, -1, -1], discriminant: M4^2 - 2*M4*M5 + M4*m5 - 2*M5^2 - 2*M5*m5 + m5^2
codim: 4, face: 24/25, weights: [2, 2, 2, 1, 1], discriminant: 1
codim: 4, face: 25/25, weights: [1, 1, 1, 1, 0], discriminant: 1
codim: 3, face: 1/30, weights: [0, 0, 1, 1, 1], discriminant: m2
codim: 3, face: 2/30, weights: [0, 1, 0, 1, 1], discriminant: s23
codim: 3, face: 3/30, weights: [0, 1, 1, 0, 1], discriminant: s51
codim: 3, face: 4/30, weights: [0, 1, 1, 1, 0], discriminant: m1
codim: 3, face: 5/30, weights: [-1, -1, -1, 0, 0], discriminant: 1/2*M1^2*m3 + M1*M2*M3 - 1/2*M1*M2*m2 - 1/2*M1*M2*m3 + 1/2*M1*M2*s23 + M1*M3^2 - 1/2*M1*M3*m2 + 3/2*M1*M3*m3 + 1/2*M1*M3*s23 + 1/2*M1*m2*m3 + 1/2*M1*m3^2 + 1/2*M1*m3*s23 - M2^2*M3 - 1/2*M2^2*s23 + M2*M3^2 - 3/2*M2*M3*m2 + 1/2*M2*M3*m3 + 3/2*M2*M3*s23 - 1/2*M2*m2*s23 + 1/2*M2*m3*s23 + 1/2*M2*s23^2 + 1/2*M3^2*m2 - 1/2*M3*m2^2 + 1/2*M3*m2*m3 + 1/2*M3*m2*s23 + 1/2*m2*m3*s23
codim: 3, face: 6/30, weights: [-1, -1, 0, -1, 0], discriminant: 1/2*M1^2*s34 + M1*M2*M4 - 1/2*M1*M2*m2 - 1/2*M1*M2*s34 + 1/2*M1*M2*s51 + M1*M4^2 - 1/2*M1*M4*m2 + 3/2*M1*M4*s34 + 1/2*M1*M4*s51 + 1/2*M1*m2*s34 + 1/2*M1*s34^2 + 1/2*M1*s34*s51 - M2^2*M4 - 1/2*M2^2*s51 + M2*M4^2 - 3/2*M2*M4*m2 + 1/2*M2*M4*s34 + 3/2*M2*M4*s51 - 1/2*M2*m2*s51 + 1/2*M2*s34*s51 + 1/2*M2*s51^2 + 1/2*M4^2*m2 - 1/2*M4*m2^2 + 1/2*M4*m2*s34 + 1/2*M4*m2*s51 + 1/2*m2*s34*s51
codim: 3, face: 7/30, weights: [-1, -1, 0, 0, -1], discriminant: 1/2*M1^2*s12 + M1*M2*M5 + 1/2*M1*M2*m1 - 1/2*M1*M2*m2 - 1/2*M1*M2*s12 + M1*M5^2 + 1/2*M1*M5*m1 - 1/2*M1*M5*m2 + 3/2*M1*M5*s12 + 1/2*M1*m1*s12 + 1/2*M1*m2*s12 + 1/2*M1*s12^2 - M2^2*M5 - 1/2*M2^2*m1 + M2*M5^2 + 3/2*M2*M5*m1 - 3/2*M2*M5*m2 + 1/2*M2*M5*s12 + 1/2*M2*m1^2 - 1/2*M2*m1*m2 + 1/2*M2*m1*s12 + 1/2*M5^2*m2 + 1/2*M5*m1*m2 - 1/2*M5*m2^2 + 1/2*M5*m2*s12 + 1/2*m1*m2*s12
codim: 3, face: 8/30, weights: [-1, 0, -1, -1, 0], discriminant: 1/2*M1^2*m4 + M1*M3*M4 - 1/2*M1*M3*m4 - 1/2*M1*M3*s23 + 1/2*M1*M3*s51 + M1*M4^2 + 3/2*M1*M4*m4 - 1/2*M1*M4*s23 + 1/2*M1*M4*s51 + 1/2*M1*m4^2 + 1/2*M1*m4*s23 + 1/2*M1*m4*s51 - M3^2*M4 - 1/2*M3^2*s51 + M3*M4^2 + 1/2*M3*M4*m4 - 3/2*M3*M4*s23 + 3/2*M3*M4*s51 + 1/2*M3*m4*s51 - 1/2*M3*s23*s51 + 1/2*M3*s51^2 + 1/2*M4^2*s23 + 1/2*M4*m4*s23 - 1/2*M4*s23^2 + 1/2*M4*s23*s51 + 1/2*m4*s23*s51
codim: 3, face: 9/30, weights: [-1, 0, -1, 0, -1], discriminant: 1/2*M1^2*s45 + M1*M3*M5 + 1/2*M1*M3*m1 - 1/2*M1*M3*s23 - 1/2*M1*M3*s45 + M1*M5^2 + 1/2*M1*M5*m1 - 1/2*M1*M5*s23 + 3/2*M1*M5*s45 + 1/2*M1*m1*s45 + 1/2*M1*s23*s45 + 1/2*M1*s45^2 - M3^2*M5 - 1/2*M3^2*m1 + M3*M5^2 + 3/2*M3*M5*m1 - 3/2*M3*M5*s23 + 1/2*M3*M5*s45 + 1/2*M3*m1^2 - 1/2*M3*m1*s23 + 1/2*M3*m1*s45 + 1/2*M5^2*s23 + 1/2*M5*m1*s23 - 1/2*M5*s23^2 + 1/2*M5*s23*s45 + 1/2*m1*s23*s45
codim: 3, face: 10/30, weights: [-1, 0, 0, -1, -1], discriminant: 1/2*M1^2*m5 + M1*M4*M5 + 1/2*M1*M4*m1 - 1/2*M1*M4*m5 - 1/2*M1*M4*s51 + M1*M5^2 + 1/2*M1*M5*m1 + 3/2*M1*M5*m5 - 1/2*M1*M5*s51 + 1/2*M1*m1*m5 + 1/2*M1*m5^2 + 1/2*M1*m5*s51 - M4^2*M5 - 1/2*M4^2*m1 + M4*M5^2 + 3/2*M4*M5*m1 + 1/2*M4*M5*m5 - 3/2*M4*M5*s51 + 1/2*M4*m1^2 + 1/2*M4*m1*m5 - 1/2*M4*m1*s51 + 1/2*M5^2*s51 + 1/2*M5*m1*s51 + 1/2*M5*m5*s51 - 1/2*M5*s51^2 + 1/2*m1*m5*s51
codim: 3, face: 11/30, weights: [1, 1, 1, 2, 2], discriminant: 1
codim: 3, face: 12/30, weights: [1, 1, 2, 1, 2], discriminant: 1
codim: 3, face: 13/30, weights: [1, 1, 2, 2, 1], discriminant: 1
codim: 3, face: 14/30, weights: [1, 2, 1, 1, 2], discriminant: 1
codim: 3, face: 15/30, weights: [1, 2, 1, 2, 1], discriminant: 1
codim: 3, face: 16/30, weights: [1, 2, 2, 1, 1], discriminant: 1
codim: 3, face: 17/30, weights: [1, 0, 0, 1, 1], discriminant: m3
codim: 3, face: 18/30, weights: [1, 0, 1, 0, 1], discriminant: s34
codim: 3, face: 19/30, weights: [1, 0, 1, 1, 0], discriminant: s12
codim: 3, face: 20/30, weights: [0, -1, -1, -1, 0], discriminant: 1/2*M2^2*m4 + M2*M3*M4 - 1/2*M2*M3*m3 - 1/2*M2*M3*m4 + 1/2*M2*M3*s34 + M2*M4^2 - 1/2*M2*M4*m3 + 3/2*M2*M4*m4 + 1/2*M2*M4*s34 + 1/2*M2*m3*m4 + 1/2*M2*m4^2 + 1/2*M2*m4*s34 - M3^2*M4 - 1/2*M3^2*s34 + M3*M4^2 - 3/2*M3*M4*m3 + 1/2*M3*M4*m4 + 3/2*M3*M4*s34 - 1/2*M3*m3*s34 + 1/2*M3*m4*s34 + 1/2*M3*s34^2 + 1/2*M4^2*m3 - 1/2*M4*m3^2 + 1/2*M4*m3*m4 + 1/2*M4*m3*s34 + 1/2*m3*m4*s34
codim: 3, face: 21/30, weights: [0, -1, -1, 0, -1], discriminant: 1/2*M2^2*s45 + M2*M3*M5 - 1/2*M2*M3*m3 + 1/2*M2*M3*s12 - 1/2*M2*M3*s45 + M2*M5^2 - 1/2*M2*M5*m3 + 1/2*M2*M5*s12 + 3/2*M2*M5*s45 + 1/2*M2*m3*s45 + 1/2*M2*s12*s45 + 1/2*M2*s45^2 - M3^2*M5 - 1/2*M3^2*s12 + M3*M5^2 - 3/2*M3*M5*m3 + 3/2*M3*M5*s12 + 1/2*M3*M5*s45 - 1/2*M3*m3*s12 + 1/2*M3*s12^2 + 1/2*M3*s12*s45 + 1/2*M5^2*m3 - 1/2*M5*m3^2 + 1/2*M5*m3*s12 + 1/2*M5*m3*s45 + 1/2*m3*s12*s45
codim: 3, face: 22/30, weights: [0, -1, 0, -1, -1], discriminant: 1/2*M2^2*m5 + M2*M4*M5 - 1/2*M2*M4*m5 + 1/2*M2*M4*s12 - 1/2*M2*M4*s34 + M2*M5^2 + 3/2*M2*M5*m5 + 1/2*M2*M5*s12 - 1/2*M2*M5*s34 + 1/2*M2*m5^2 + 1/2*M2*m5*s12 + 1/2*M2*m5*s34 - M4^2*M5 - 1/2*M4^2*s12 + M4*M5^2 + 1/2*M4*M5*m5 + 3/2*M4*M5*s12 - 3/2*M4*M5*s34 + 1/2*M4*m5*s12 + 1/2*M4*s12^2 - 1/2*M4*s12*s34 + 1/2*M5^2*s34 + 1/2*M5*m5*s34 + 1/2*M5*s12*s34 - 1/2*M5*s34^2 + 1/2*m5*s12*s34
codim: 3, face: 23/30, weights: [2, 1, 1, 1, 2], discriminant: 1
codim: 3, face: 24/30, weights: [2, 1, 1, 2, 1], discriminant: 1
codim: 3, face: 25/30, weights: [2, 1, 2, 1, 1], discriminant: 1
codim: 3, face: 26/30, weights: [1, 1, 0, 0, 1], discriminant: m4
codim: 3, face: 27/30, weights: [1, 1, 0, 1, 0], discriminant: s45
codim: 3, face: 28/30, weights: [0, 0, -1, -1, -1], discriminant: 1/2*M3^2*m5 + M3*M4*M5 - 1/2*M3*M4*m4 - 1/2*M3*M4*m5 + 1/2*M3*M4*s45 + M3*M5^2 - 1/2*M3*M5*m4 + 3/2*M3*M5*m5 + 1/2*M3*M5*s45 + 1/2*M3*m4*m5 + 1/2*M3*m5^2 + 1/2*M3*m5*s45 - M4^2*M5 - 1/2*M4^2*s45 + M4*M5^2 - 3/2*M4*M5*m4 + 1/2*M4*M5*m5 + 3/2*M4*M5*s45 - 1/2*M4*m4*s45 + 1/2*M4*m5*s45 + 1/2*M4*s45^2 + 1/2*M5^2*m4 - 1/2*M5*m4^2 + 1/2*M5*m4*m5 + 1/2*M5*m4*s45 + 1/2*m4*m5*s45
codim: 3, face: 29/30, weights: [2, 2, 1, 1, 1], discriminant: 1
codim: 3, face: 30/30, weights: [1, 1, 1, 0, 0], discriminant: m5
codim: 2, face: 1/20, weights: [0, 0, 0, 1, 1], discriminant: m2^2 - 2*m2*m3 + m2*s23 - 2*m3^2 - 2*m3*s23 + s23^2
codim: 2, face: 2/20, weights: [0, 0, 1, 0, 1], discriminant: m2^2 - 2*m2*s34 + m2*s51 - 2*s34^2 - 2*s34*s51 + s51^2
codim: 2, face: 3/20, weights: [0, 0, 1, 1, 0], discriminant: m1^2 - 2*m1*m2 + m1*s12 - 2*m2^2 - 2*m2*s12 + s12^2
codim: 2, face: 4/20, weights: [0, 1, 0, 0, 1], discriminant: m4^2 - 2*m4*s23 + m4*s51 - 2*s23^2 - 2*s23*s51 + s51^2
codim: 2, face: 5/20, weights: [0, 1, 0, 1, 0], discriminant: m1^2 - 2*m1*s23 + m1*s45 - 2*s23^2 - 2*s23*s45 + s45^2
codim: 2, face: 6/20, weights: [0, 1, 1, 0, 0], discriminant: m1^2 - 2*m1*m5 + m1*s51 - 2*m5^2 - 2*m5*s51 + s51^2
codim: 2, face: 7/20, weights: [-1, -1, -1, -1, 0], discriminant: M1^2*M3^2 - 2*M1^2*M3*M4 + M1^2*M3*m3 + M1^2*M3*m4 + M1^2*M3*s34 + M1^2*M4^2 - M1^2*M4*m3 + M1^2*M4*m4 - M1^2*M4*s34 + 1/4*M1^2*m3^2 + 1/2*M1^2*m3*m4 + 1/2*M1^2*m3*s34 + 1/4*M1^2*m4^2 - 1/2*M1^2*m4*s34 + 1/4*M1^2*s34^2 - 2*M1*M2*M3^2 + 4*M1*M2*M3*M4 - M1*M2*M3*m3 - 2*M1*M2*M3*m4 - M1*M2*M3*s23 - M1*M2*M3*s34 + M1*M2*M3*s51 - 2*M1*M2*M4^2 + M1*M2*M4*m3 - 2*M1*M2*M4*m4 + M1*M2*M4*s23 + M1*M2*M4*s34 - M1*M2*M4*s51 + M1*M2*m2*m4 - 1/2*M1*M2*m3*m4 - 1/2*M1*M2*m3*s23 + 1/2*M1*M2*m3*s51 - 1/2*M1*M2*m4^2 - 1/2*M1*M2*m4*s23 + 1/2*M1*M2*m4*s34 - 1/2*M1*M2*m4*s51 - 1/2*M1*M2*s23*s34 + 1/2*M1*M2*s34*s51 + M1*M3^2*m2 + M1*M3^2*s34 + M1*M3^2*s51 - 2*M1*M3*M4*m2 + M1*M3*M4*m3 - M1*M3*M4*s23 - M1*M3*M4*s34 - M1*M3*M4*s51 + 1/2*M1*M3*m2*m3 + 3/2*M1*M3*m2*m4 + 1/2*M1*M3*m2*s34 + 3/2*M1*M3*m3*s34 + 3/2*M1*M3*m3*s51 + 1/2*M1*M3*m4*s34 + 1/2*M1*M3*m4*s51 + 3/2*M1*M3*s34^2 + 3/2*M1*M3*s34*s51 + M1*M4^2*m2 - M1*M4^2*m3 + M1*M4^2*s23 - 1/2*M1*M4*m2*m3 + 3/2*M1*M4*m2*m4 - 1/2*M1*M4*m2*s34 + 3/2*M1*M4*m3^2 - 1/2*M1*M4*m3*m4 - 3/2*M1*M4*m3*s23 + 3/2*M1*M4*m3*s34 + 1/2*M1*M4*m4*s23 - 3/2*M1*M4*s23*s34 + 1/2*M1*m2*m3*m4 + 1/2*M1*m2*m4^2 - 1/2*M1*m2*m4*s34 + 1/2*M1*m3^2*s51 + M1*m3*m4*s34 + 1/2*M1*m3*m4*s51 + 1/2*M1*m3*s23*s34 + 1/2*M1*m3*s34*s51 - 1/2*M1*m4*s23*s34 + 1/2*M1*s23*s34^2 + M2^2*M3^2 - 2*M2^2*M3*M4 + M2^2*M3*m4 + M2^2*M3*s23 - M2^2*M3*s51 + M2^2*M4^2 + M2^2*M4*m4 - M2^2*M4*s23 + M2^2*M4*s51 + 1/4*M2^2*m4^2 + 1/2*M2^2*m4*s23 + 1/2*M2^2*m4*s51 + 1/4*M2^2*s23^2 - 1/2*M2^2*s23*s51 + 1/4*M2^2*s51^2 + M2*M3^2*m2 - M2*M3^2*s34 - M2*M3^2*s51 - 2*M2*M3*M4*m2 - M2*M3*M4*m3 + M2*M3*M4*s23 + M2*M3*M4*s34 + M2*M3*M4*s51 + 3/2*M2*M3*m2*m4 + 1/2*M2*M3*m2*s23 - 1/2*M2*M3*m2*s51 - 1/2*M2*M3*m4*s34 - 1/2*M2*M3*m4*s51 - 3/2*M2*M3*s23*s34 - 3/2*M2*M3*s23*s51 + 3/2*M2*M3*s34*s51 + 3/2*M2*M3*s51^2 + M2*M4^2*m2 + M2*M4^2*m3 - M2*M4^2*s23 + 3/2*M2*M4*m2*m4 - 1/2*M2*M4*m2*s23 + 1/2*M2*M4*m2*s51 + 1/2*M2*M4*m3*m4 - 3/2*M2*M4*m3*s23 + 3/2*M2*M4*m3*s51 - 1/2*M2*M4*m4*s23 + 3/2*M2*M4*s23^2 - 3/2*M2*M4*s23*s51 + 1/2*M2*m2*m4^2 + 1/2*M2*m2*m4*s23 + 1/2*M2*m2*m4*s51 + 1/2*M2*m3*m4*s51 - 1/2*M2*m3*s23*s51 + 1/2*M2*m3*s51^2 - 1/2*M2*m4*s23*s34 - M2*m4*s23*s51 - 1/2*M2*s23^2*s34 + 1/2*M2*s23*s34*s51 + 1/4*M3^2*m2^2 - 1/2*M3^2*m2*s34 + 1/2*M3^2*m2*s51 + 1/4*M3^2*s34^2 + 1/2*M3^2*s34*s51 + 1/4*M3^2*s51^2 - 1/2*M3*M4*m2^2 - 1/2*M3*M4*m2*m3 + M3*M4*m2*m4 - 1/2*M3*M4*m2*s23 + 1/2*M3*M4*m2*s34 - 1/2*M3*M4*m2*s51 + 1/2*M3*M4*m3*s34 + 1/2*M3*M4*m3*s51 - 1/2*M3*M4*s23*s34 - 1/2*M3*M4*s23*s51 + 1/2*M3*m2^2*m4 + 1/2*M3*m2*m3*s51 - 1/2*M3*m2*m4*s34 + 1/2*M3*m2*m4*s51 - 1/2*M3*m2*s23*s34 + M3*m2*s34*s51 + 1/2*M3*m3*s34*s51 + 1/2*M3*m3*s51^2 + 1/2*M3*s23*s34^2 + 1/2*M3*s23*s34*s51 + 1/4*M4^2*m2^2 + 1/2*M4^2*m2*m3 + 1/2*M4^2*m2*s23 + 1/4*M4^2*m3^2 - 1/2*M4^2*m3*s23 + 1/4*M4^2*s23^2 + 1/2*M4*m2^2*m4 + 1/2*M4*m2*m3*m4 - M4*m2*m3*s23 + 1/2*M4*m2*m3*s51 + 1/2*M4*m2*m4*s23 - 1/2*M4*m2*s23*s34 + 1/2*M4*m3^2*s51 + 1/2*M4*m3*s23*s34 - 1/2*M4*m3*s23*s51 - 1/2*M4*s23^2*s34 + 1/4*m2^2*m4^2 + 1/2*m2*m3*m4*s51 - 1/2*m2*m4*s23*s34 + 1/4*m3^2*s51^2 + 1/2*m3*s23*s34*s51 + 1/4*s23^2*s34^2
codim: 2, face: 8/20, weights: [-1, -1, -1, 0, -1], discriminant: M1^2*M3^2 - 2*M1^2*M3*M5 + M1^2*M3*m3 + M1^2*M3*s12 + M1^2*M3*s45 + M1^2*M5^2 - M1^2*M5*m3 - M1^2*M5*s12 + M1^2*M5*s45 + 1/4*M1^2*m3^2 + 1/2*M1^2*m3*s12 + 1/2*M1^2*m3*s45 + 1/4*M1^2*s12^2 - 1/2*M1^2*s12*s45 + 1/4*M1^2*s45^2 - 2*M1*M2*M3^2 + 4*M1*M2*M3*M5 + M1*M2*M3*m1 - M1*M2*M3*m3 - M1*M2*M3*s12 - M1*M2*M3*s23 - 2*M1*M2*M3*s45 - 2*M1*M2*M5^2 - M1*M2*M5*m1 + M1*M2*M5*m3 + M1*M2*M5*s12 + M1*M2*M5*s23 - 2*M1*M2*M5*s45 + 1/2*M1*M2*m1*m3 + 1/2*M1*M2*m1*s12 - 1/2*M1*M2*m1*s45 + M1*M2*m2*s45 - 1/2*M1*M2*m3*s23 - 1/2*M1*M2*m3*s45 - 1/2*M1*M2*s12*s23 + 1/2*M1*M2*s12*s45 - 1/2*M1*M2*s23*s45 - 1/2*M1*M2*s45^2 + M1*M3^2*m1 + M1*M3^2*m2 + M1*M3^2*s12 - M1*M3*M5*m1 - 2*M1*M3*M5*m2 + M1*M3*M5*m3 - M1*M3*M5*s12 - M1*M3*M5*s23 + 3/2*M1*M3*m1*m3 + 3/2*M1*M3*m1*s12 + 1/2*M1*M3*m1*s45 + 1/2*M1*M3*m2*m3 + 1/2*M1*M3*m2*s12 + 3/2*M1*M3*m2*s45 + 3/2*M1*M3*m3*s12 + 3/2*M1*M3*s12^2 + 1/2*M1*M3*s12*s45 + M1*M5^2*m2 - M1*M5^2*m3 + M1*M5^2*s23 - 1/2*M1*M5*m2*m3 - 1/2*M1*M5*m2*s12 + 3/2*M1*M5*m2*s45 + 3/2*M1*M5*m3^2 + 3/2*M1*M5*m3*s12 - 3/2*M1*M5*m3*s23 - 1/2*M1*M5*m3*s45 - 3/2*M1*M5*s12*s23 + 1/2*M1*M5*s23*s45 + 1/2*M1*m1*m3^2 + 1/2*M1*m1*m3*s12 + 1/2*M1*m1*m3*s45 + 1/2*M1*m2*m3*s45 - 1/2*M1*m2*s12*s45 + 1/2*M1*m2*s45^2 + 1/2*M1*m3*s12*s23 + M1*m3*s12*s45 + 1/2*M1*s12^2*s23 - 1/2*M1*s12*s23*s45 + M2^2*M3^2 - 2*M2^2*M3*M5 - M2^2*M3*m1 + M2^2*M3*s23 + M2^2*M3*s45 + M2^2*M5^2 + M2^2*M5*m1 - M2^2*M5*s23 + M2^2*M5*s45 + 1/4*M2^2*m1^2 - 1/2*M2^2*m1*s23 + 1/2*M2^2*m1*s45 + 1/4*M2^2*s23^2 + 1/2*M2^2*s23*s45 + 1/4*M2^2*s45^2 - M2*M3^2*m1 + M2*M3^2*m2 - M2*M3^2*s12 + M2*M3*M5*m1 - 2*M2*M3*M5*m2 - M2*M3*M5*m3 + M2*M3*M5*s12 + M2*M3*M5*s23 + 3/2*M2*M3*m1^2 - 1/2*M2*M3*m1*m2 + 3/2*M2*M3*m1*s12 - 3/2*M2*M3*m1*s23 - 1/2*M2*M3*m1*s45 + 1/2*M2*M3*m2*s23 + 3/2*M2*M3*m2*s45 - 3/2*M2*M3*s12*s23 - 1/2*M2*M3*s12*s45 + M2*M5^2*m2 + M2*M5^2*m3 - M2*M5^2*s23 + 1/2*M2*M5*m1*m2 + 3/2*M2*M5*m1*m3 - 3/2*M2*M5*m1*s23 - 1/2*M2*M5*m2*s23 + 3/2*M2*M5*m2*s45 - 3/2*M2*M5*m3*s23 + 1/2*M2*M5*m3*s45 + 3/2*M2*M5*s23^2 - 1/2*M2*M5*s23*s45 + 1/2*M2*m1^2*m3 + 1/2*M2*m1*m2*s45 - 1/2*M2*m1*m3*s23 + 1/2*M2*m1*m3*s45 + 1/2*M2*m1*s12*s23 - M2*m1*s23*s45 + 1/2*M2*m2*s23*s45 + 1/2*M2*m2*s45^2 - 1/2*M2*s12*s23^2 - 1/2*M2*s12*s23*s45 + 1/4*M3^2*m1^2 + 1/2*M3^2*m1*m2 + 1/2*M3^2*m1*s12 + 1/4*M3^2*m2^2 - 1/2*M3^2*m2*s12 + 1/4*M3^2*s12^2 - 1/2*M3*M5*m1*m2 + 1/2*M3*M5*m1*m3 - 1/2*M3*M5*m1*s23 - 1/2*M3*M5*m2^2 - 1/2*M3*M5*m2*m3 + 1/2*M3*M5*m2*s12 - 1/2*M3*M5*m2*s23 + M3*M5*m2*s45 + 1/2*M3*M5*m3*s12 - 1/2*M3*M5*s12*s23 + 1/2*M3*m1^2*m3 + 1/2*M3*m1*m2*m3 + M3*m1*m2*s12 + 1/2*M3*m1*m2*s45 + 1/2*M3*m1*m3*s12 + 1/2*M3*m1*s12*s23 + 1/2*M3*m2^2*s45 - 1/2*M3*m2*s12*s23 - 1/2*M3*m2*s12*s45 + 1/2*M3*s12^2*s23 + 1/4*M5^2*m2^2 + 1/2*M5^2*m2*m3 + 1/2*M5^2*m2*s23 + 1/4*M5^2*m3^2 - 1/2*M5^2*m3*s23 + 1/4*M5^2*s23^2 + 1/2*M5*m1*m2*m3 + 1/2*M5*m1*m3^2 - 1/2*M5*m1*m3*s23 + 1/2*M5*m2^2*s45 - M5*m2*m3*s23 + 1/2*M5*m2*m3*s45 - 1/2*M5*m2*s12*s23 + 1/2*M5*m2*s23*s45 + 1/2*M5*m3*s12*s23 - 1/2*M5*s12*s23^2 + 1/4*m1^2*m3^2 + 1/2*m1*m2*m3*s45 + 1/2*m1*m3*s12*s23 + 1/4*m2^2*s45^2 - 1/2*m2*s12*s23*s45 + 1/4*s12^2*s23^2
